,Mimic enzyme activity,N,P,S,Si,Se,B,F,Cl,Br,I,Metal ratio,Metal type,Metal valence,Submetal ratio,Submetal type,Submetal valence,3rd metal ratio,3rd metal type,3rd metal valence,4th metal ratio,4th metal type,4th metal  valence,shape,Size/nm,Surface modification,Dispersion medium,Buffer pH value,Buffer pH,Temperature/℃,Substrate1,Substrate2,Substrate2 concentration(mM),Km/mM,Vmax/μM s-1,Kcat/s-1,"k cat /Km
(Catalytic efficiency )/M-1 s-1",Chemical_formula
Cerium Oxide,1,0,0,0,0,0,0,0,0,0,0,100,58,4,14.5,35.5,3,9.84,30,2,3.25,46,0,0,12,101,4,4,0,25,0,2,25.25,1.9,0.6,0.12,63.16,346
Cerium Oxide,1,0,0,0,0,0,0,0,0,0,0,100,58,4,14.5,58,3,9.84,30,2,3.25,46,0,0,5,101,4,5,0,25,0,2,0.35,6.9,0.36,0.07,10.43,346
Cerium Oxide,1,0,0,0,0,0,0,0,0,0,0,100,58,4,14.5,58,3,9.84,30,2,3.25,46,0,0,5,101,4,6,0,25,0,2,0.35,2.4,0.1,0.02,8.33,346
Cerium Oxide,1,0,0,0,0,0,0,0,0,0,0,100,58,4,14.5,58,3,9.84,30,2,3.25,46,0,0,5,101,4,7,1,25,0,2,0.35,1.3,0.1,0.02,15.38,346
FeS,0,0,0,1,0,0,0,0,0,0,0,100,26,2,33.3,30,2,9.84,30,2,3.25,46,0,0,50,125,2,7,1,26,0,0,0.26,0.13,0.105,345000000,3.33E+13,313
FeS,0,0,0,1,0,0,0,0,0,0,0,100,26,2,33.3,30,2,9.84,30,2,3.25,46,0,0,50,125,2,7,1,26,1,1,0.26,7.2,0.105,345000000,3.33E+13,313
vanadium oxide,0,0,0,0,0,0,0,0,0,0,0,100,23,5,47.15,29,2,16.67,27,2,15.585,26.5,2,2,500,4,0,4,0,25,25,0,1,0.1,0.195,2500,6250000000,347
vanadium oxide,0,0,0,0,0,0,0,0,0,0,0,100,23,5,33.3,30,2,16.67,27,2,15.585,26.5,2,2,500,4,0,4,0,25,1,11,0.68,0.1,0.105,345000000,3.33E+13,347
RuPt,0,1,0,0,0,0,0,0,0,0,0,100,44,0,28.65,61,4,16.64,58,4,9.375,26,2,3,6.2,60,0,4,0,22,0,0,2000,0.01,0.13,12600,2089552239,348
RuPt,0,1,0,0,0,0,0,0,0,0,0,100,44,0,19.25,68.5,1.5,16.64,58,4,9.96,36.5,1,3,6.2,60,0,4,0,22,1,1,0.8,318,0.07,6980,21949.69,348
Pt,0,1,0,0,0,0,0,0,0,0,0,100,78,0,33,79.5,1,16.64,58,4,9.375,26,2,3,5.6,60,0,4,0,22,0,0,2000,0.05,0.38,35849.06,762745885.2,14
Pt,0,1,0,0,0,0,0,0,0,0,0,100,78,0,36,79,0,16.64,58,4,9.96,36.5,1,3,5.6,60,0,4,0,22,1,1,0.8,730,0.14,13207.55,18092.53,14
Pt(Pt-Ft),0,1,0,1,0,0,0,0,0,0,0,74,78,0,26,78,2,17.02,79,0,3.25,46,0,0,1.87,116,0,4,0,37,0,0,8,0.22,0.56,5.81,26387.47,349
Pt(Pt-Ft),0,1,0,1,0,0,0,0,0,0,0,74,78,0,26,78,2,16.64,58,4,9.96,36.5,1,0,1.87,116,0,4,0,37,1,1,0.21,187.25,320,3329.17,17779.29,349
Pt(Pt-Ft),2,1,0,1,0,0,0,0,0,0,0,74,78,0,26,78,2,16.64,58,4,9.96,36.5,1,0,1.87,116,13,7.4,2,37,1,2,0.205,420.6,840,19.66,46.75,349
Au@0.17Pt,1,0,0,1,0,0,0,0,0,0,0,85.47,79,0,14.53,78,0,7.13,36.5,1,3.52,36.5,1.5,4,68,83,2,4.5,0,30,0,2,200.25,0.01,0.03,520,86666666.67,350
Au@0.17Pt,0,0,0,1,0,0,0,0,0,0,0,85.47,79,0,14.53,78,0,9.96,36,1,9.96,36.5,1,4,68,83,2,4.5,0,30,0,0,20,0.01,0.1,8200,863157894.7,350
Au@0.25Pt,1,0,0,1,0,0,0,0,0,0,0,80,79,0,20,78,0,9.96,36,1,9.96,36.5,1,4,68,83,2,4.5,0,30,0,2,200.25,0.01,0.03,500,38461538.46,351
Au@0.25Pt,0,0,0,1,0,0,0,0,0,0,0,80,79,0,20,78,0,9.96,36,1,9.96,36.5,1,4,68,83,2,4.5,0,30,0,0,20,0.03,0.18,14000,518518518.5,351
Fe3O4,0,0,0,0,0,0,0,0,0,0,0,66.7,26,2,33.3,26,3,16.93,41.5,3.5,9.375,26,2,0,30,4,0,3.5,0,40,0,0,530,0.1,0.03,30175.44,307912638.7,79
Fe3O4,0,0,0,0,0,0,0,0,0,0,0,66.7,26,2,33.3,26,3,15.95,58,4,9.96,36.5,1,0,30,4,0,3.5,0,40,1,1,0.82,154,0.1,85789.47,557074.5,79
Fe3O4,0,0,0,0,0,0,0,0,0,0,0,66.7,26,2,33.3,26,3,16.67,28,2,16.67,27,2,0,180,126,0,4,0,25,0,0,25,0.08,0.04,345000000,3.33E+13,79
Fe3O4,0,0,0,0,0,0,0,0,0,0,0,66.7,26,2,33.3,26,3,16.67,28,2,16.67,27,2,0,180,127,0,4,0,25,1,1,0.25,0.08,0.01,345000000,3.33E+13,79
PMCS,0,1,0,0,0,0,0,0,0,0,0,100,30,2,46.08,46,0,2.28,46,0,3.25,46,0,3,130,9,0,4.5,0,45,0,0,150,0.22,0.12,5659059.15,25263656930,125
PMCS,0,1,0,0,0,0,0,0,0,0,0,100,30,2,24.165,35.5,3,24.845,25,4,8.875,36,1,3,130,9,0,4.5,0,45,1,1,0.83,40.16,0.11,4965067.54,123632159.8,125
Pd cubes,0,1,0,0,0,0,0,0,0,0,0,100,46,0,36.2,78,0,3.25,46,0,3.25,46,0,3,22,60,0,4,0,80,0,0,5,0.12,0.1,0.1,2.5,75
Pd cubes,0,1,0,0,0,0,0,0,0,0,0,100,46,0,36.2,78,0,3.25,46,0,3.25,46,0,3,22,60,0,4,0,80,1,1,0.5,1,0.1,0.1,0.26,75
Pd@Pt core每frame nanodendrities,0,1,0,0,0,0,0,0,0,0,0,63.8,46,0,36.2,78,0,7.13,36.5,1,3.52,36.5,1.5,3,22,60,0,4,0,80,0,0,5,0.43,0.05,0.01,16.94,352
Pd@Pt core每frame nanodendrities,0,1,0,0,0,0,0,0,0,0,0,63.8,46,0,36.2,78,0,7.13,36.5,1,3.52,36.5,1.5,3,22,60,0,4,0,80,1,1,0.5,14,0.09,0.01,0.92,352
Pt hollow nanodendrites,0,1,0,0,0,0,0,0,0,0,0,100,78,0,36.2,78,0,6.645,36.5,1,3.52,36.5,1.5,3,22,60,0,4,0,80,0,0,5,0.81,0.12,0.02,21.16,353
Pt hollow nanodendrites,0,1,0,0,0,0,0,0,0,0,0,100,78,0,36.2,78,0,6.645,36.5,1,3.52,36.5,1.5,3,22,60,0,4,0,80,1,1,0.5,6.9,0.1,0.01,2.05,353
CeO2?x,0,0,0,0,0,0,0,0,0,0,0,100,58,4,16,58.5,3,13.765,25,3,8.875,36,1,4,100,4,6,5.6,0,25,1,12,20,0.26,0.1,0.1,6.4,354
CeO2?x,0,0,0,0,0,0,0,0,0,0,0,100,58,4,33.33,25,3.5,15.95,58,4,16.67,27,2,4,100,4,1,5.6,0,25,26,0,0.3,350.18,0.02,0.1,0.07,354
CeO2?x,0,0,0,0,0,0,0,0,0,0,0,100,58,4,16,58.5,3,13.765,25,3,8.875,36,1,4,100,4,1,5.6,0,25,27,0,0.3,0.1,0.1,0.1,1663.64,354
HBPG-AuNPs,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,11.445,68,2,9.96,36.5,1,0,5,128,3,3,0,25,1,11,1,777.8,0.105,345000000,3.33E+13,355
HBPG-AuNPs,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,11.445,68,2,9.96,36.5,1,0,5,128,3,4.5,0,25,1,13,1,682.8,0.105,345000000,3.33E+13,355
HBPG-AuNPs,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,8.085,47,0,9.96,36.5,1,0,5,128,3,5,0,25,1,14,2,205.8,0.105,345000000,3.33E+13,355
HBPG-AuNPs,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,11.79,63,0,3.25,46,0,0,5,128,3,6.5,0,25,1,15,0.1,62.8,0.105,345000000,3.33E+13,355
HBPG-AuNPs,0,0,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,8.085,47,0,9.96,36.5,1,0,5,128,3,8.5,2,25,1,16,100,109,0.105,345000000,3.33E+13,355
CF@CuAl-LDH,0,0,0,0,0,0,0,0,0,0,0,66.7,29,0,33.3,13,3,14.25,25,3,12.75,26,2,1,80,9,2,3.5,0,60,1,1,0.8,0.59,0.1,345000000,3.33E+13,356
CF@CuAl-LDH,0,0,0,0,0,0,0,0,0,0,0,66.7,29,0,33.3,13,3,14.25,25,3,12.75,26,2,1,80,9,2,3.5,0,60,0,0,4,4.4,0.01,345000000,3.33E+13,356
CuSe,0,1,0,0,0,1,0,0,0,0,0,100,29,2,33.3,30,2,4.175,41.5,3,5.5,36,1,1,58,4,0,5,0,21,1,1,0.5,1.5,0.105,345000000,3.33E+13,357
CuSe,0,1,0,0,0,1,0,0,0,0,0,100,29,2,33.3,30,2,16,31.5,2,11.125,26,2,1,58,4,0,5,0,21,0,0,100,22,0.105,345000000,3.33E+13,357
CuSeㄗCu2-xSeㄘ,0,1,0,0,0,1,0,0,0,0,0,100,29,2,33.3,30,2,8.085,47,0,3.25,46,0,0,40,83,11,4.56,0,25,1,1,0.5,0.58,0.105,345000000,3.33E+13,358
CuSeㄗCu2-xSeㄘ,0,1,0,0,0,1,0,0,0,0,0,100,29,2,33.3,30,2,4.63,46.5,0,9.375,26,2,0,40,83,11,4.56,0,25,0,0,100,12.6,0.105,345000000,3.33E+13,358
CuSeㄗCu2-xSedcㄘ,0,1,0,0,0,1,0,0,0,0,0,100,29,2,16.835,23,5,4.175,41.5,3,5.5,36,1,1,58,4,3,7.4,2,21,8,0,0.1,1.57,1.17,0.1,0.37,359
CuSeㄗCu2-xSedcㄘ,0,1,0,0,0,1,0,0,0,0,0,100,29,2,16.67,23,5,4.175,41.5,3,5.5,36,1,1,58,4,3,7.4,2,21,1,6,2,0.96,1.11,0.1,0.58,359
CuSeㄗCu2-xSeshㄘ,0,1,0,0,0,1,0,0,0,0,0,100,29,2,9,23,5,24.845,25,4,15.585,26.5,2,1,246,4,3,7.4,2,21,8,0,0.1,2.1,1.57,0.1,0.37,360
CuSeㄗCu2-xSeshㄘ,0,1,0,0,0,1,0,0,0,0,0,100,29,2,9,23,5,24.845,25,4,15.585,26.5,2,1,246,4,3,7.4,2,21,1,6,2,1.15,1.34,0.1,0.57,360
Cu3Se2(GSH),0,1,0,0,0,1,0,0,0,0,0,100,29,2,17.605,53,1,16.67,28,2,9.96,36.5,1,5,149,129,3,7.4,2,21,8,0,0.1,1.4,1.14,0.1,0.4,361
Cu3Se2(GSH),0,1,0,0,0,1,0,0,0,0,0,100,29,2,17.605,53,1,16.67,28,2,9.96,36.5,1,5,149,129,3,7.4,2,21,1,6,2,0.94,1.07,0.1,0.56,361
MoS2 Nanosheets,0,0,0,1,0,0,0,0,0,0,0,100,42,4,33.3,30,2,13.765,25,3,11.125,26,2,1,100,4,0,7.4,2,25,0,0,100,0.1,0.1,345000000,3.33E+13,362
MoS2 Nanosheets,0,0,0,1,0,0,0,0,0,0,0,100,42,4,33.3,30,2,13.765,25,3,8.875,36,1,1,100,4,0,7.4,2,25,1,1,1,0.1,0.01,345000000,3.33E+13,362
Cu-Ag/rGO,0,1,0,0,0,0,0,0,0,0,0,60,47,0,40,29,0,21.125,31.5,2.5,9.375,26,2,1,36.4,0,0,3.8,0,35,0,0,50,0.63,0.04,345000000,3.33E+13,363
Cu-Ag/rGO,0,1,0,0,0,0,0,0,0,0,0,60,47,0,40,29,0,16.67,26,2,5.5,36,1,1,36.4,0,0,3.8,0,35,1,1,0.5,8.62,0.07,345000000,3.33E+13,363
Ag/rGO,0,1,0,0,0,0,0,0,0,0,0,100,47,0,33.3,30,2,2.28,62,0,5.77,26.5,2.5,1,22.7,0,0,3.8,0,35,0,0,50,0.85,0.04,345000000,3.33E+13,364
Ag/rGO,0,1,0,0,0,0,0,0,0,0,0,100,47,0,33.3,30,2,2.28,62,0,3.52,36.5,1.5,1,22.7,0,0,3.8,0,35,1,1,0.5,20.93,0.06,345000000,3.33E+13,364
Cu2O/rGOㄗCu/rGOㄘ,0,1,0,0,0,0,0,0,0,0,0,100,29,1,33.3,30,2,2.28,62,0,5.77,26.5,2.5,1,10.2,0,0,3.8,0,35,0,0,50,1.05,0.03,345000000,3.33E+13,365
Cu2O/rGOㄗCu/rGOㄘ,0,1,0,0,0,0,0,0,0,0,0,100,29,1,33.3,30,2,2.28,62,0,3.52,36.5,1.5,1,10.2,0,0,3.8,0,35,1,1,0.5,26.33,0.05,345000000,3.33E+13,365
Cu NPs,0,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,16.67,28,2,9.96,36.5,1,0,100,130,2,3,0,37,0,0,80,1.05,0.04,345000000,3.33E+13,366
Cu NPs,0,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,16.67,28,2,9.96,36.5,1,0,100,130,2,3,0,37,1,1,8,31.27,0.26,345000000,3.33E+13,366
Au NPs/PVP-GNs,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,8.085,47,0,3.25,46,0,0,24,131,0,3.8,0,40,0,0,100,2.63,0.13,345000000,3.33E+13,367
Au NPs/PVP-GNs,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,8.085,47,0,9.96,36.5,1,0,24,131,0,3.8,0,40,1,1,0.5,104,0.12,345000000,3.33E+13,367
Au NPs/Cit-GN,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,8.085,47,0,5.5,36,1,1,25,131,0,3.8,0,40,0,0,100,0.06,0.15,345000000,3.33E+13,368
Au NPs/Cit-GN,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,11.79,63,0,3.25,46,0,1,25,131,0,3.8,0,40,1,1,0.5,25.08,0.21,345000000,3.33E+13,368
AuNPs/GNs,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,2.28,62,0,9.375,26,2,1,25,11,0,3.8,0,40,0,0,100,0.38,0.18,345000000,3.33E+13,369
AuNPs/GNs,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,2.28,62,0,3.52,36.5,1.5,1,25,11,0,3.8,0,40,1,1,0.5,26.42,0.15,345000000,3.33E+13,369
Cit-AuNPs,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,8.085,47,0,9.375,26,2,0,25,61,0,3.8,0,40,0,0,100,0.74,0.12,345000000,3.33E+13,370
Cit-AuNPs,0,1,0,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,4.63,46.5,0,3.52,36.5,1.5,0,25,61,0,3.8,0,40,1,1,0.5,45.83,0.11,345000000,3.33E+13,370
Cu-Cys,4,1,0,1,0,0,0,0,0,0,0,100,29,0,33.33,27,2,15.95,58,4,9.375,26,2,0,151,132,5,8.2,2,27,28,2,0.33,600,1200000,200000,330000,371
NACu-Cys,4,1,0,1,0,0,0,0,0,0,0,100,29,0,14.5,58,3,15.95,58,4,9.375,26,2,0,82,133,5,8.2,2,27,28,2,0.205,920,1700000,54000000,60000000,372
Au-Ag AFT,4,1,0,1,0,0,0,0,0,0,0,50,79,0,50,47,0,16.64,58,4,11.375,24.5,3,0,11.4,116,5,8.2,2,27,28,2,25.25,20,11300000,810,660000000,373
Au-Ag NPs,4,0,0,0,0,0,0,0,0,0,0,50,79,0,50,47,0,16.64,58,4,11.375,24.5,3,0,12.9,4,5,8.2,2,27,28,2,0.33,70,9200000,1400000,11000,374
Au-Ag AFT,2,1,0,1,0,0,0,0,0,0,0,50,79,0,50,47,0,17.02,79,0,3.25,46,0,0,11.4,116,1,7,1,31,1,2,0.255,0.225,0.1,6.42,0.1,373
Au-Ag NPs,2,0,0,0,0,0,0,0,0,0,0,50,79,0,50,47,0,16.67,26,2,3.79,27,3,0,12.9,4,1,7,1,22.5,1,2,2.6,4.91,0.13,10.225,0.01,374
Au-Ag AFT,0,1,0,1,0,0,0,0,0,0,0,50,79,0,50,47,0,10.095,68,2,9.375,26,2,0,11.4,116,0,3.6,0,37,0,0,1000,66.015,0.065,23.665,9000,373
Co-SAC,1,1,0,0,0,0,0,0,0,0,0,100,27,0,33.3,30,2,16.67,28,2,15.585,26.5,2,1,300,89,1,3.5,0,55,0,0,0.26,0.58,34.5,345000000,3.33E+13,375
Co0.5Ni0.5Fe2O4-MMT,0,0,0,0,1,0,0,0,0,0,0,66.67,26,3,16.67,27,2,16.67,28,2,16.67,27,2,0,150,134,2,4,0,40,1,1,0.26,1.1,1.62,345000000,3.33E+13,376
Co0.5Ni0.5Fe2O4-MMT,0,0,0,0,1,0,0,0,0,0,0,66.67,26,3,16.67,27,2,16.67,28,2,16.67,27,2,0,150,134,2,4,0,40,0,0,0.26,0.02,1.52,345000000,3.33E+13,376
RhN4,0,1,0,0,0,0,0,0,0,0,0,100,45,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,0,0,50,0.06,0.1,345000000,3.33E+13,377
RhN4,0,1,0,0,0,0,0,0,0,0,0,100,45,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,1,1,0.8,0.01,0.08,345000000,3.33E+13,377
RhN4,2,1,0,0,0,0,0,0,0,0,0,100,45,0,33.3,30,2,16.67,27,2,12.75,26,2,3,500,4,6,4,3,25,1,2,0.26,1.33,0.5,345000000,3.33E+13,377
VN4,0,1,0,0,0,0,0,0,0,0,0,100,23,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,0,0,50,0.07,0.12,345000000,3.33E+13,378
VN4,0,1,0,0,0,0,0,0,0,0,0,100,23,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,1,1,0.8,0.01,0.13,345000000,3.33E+13,378
VN4,2,1,0,0,0,0,0,0,0,0,0,100,23,0,33.3,30,2,16.67,27,2,12.75,26,2,3,500,4,6,4,3,25,1,2,0.26,2.92,0.15,345000000,3.33E+13,378
FeN 4,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,0,0,50,0.18,0.21,345000000,3.33E+13,379
FeN 4,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,1,1,0.8,0.01,0.25,345000000,3.33E+13,379
FeN 4,2,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,16.67,27,2,12.75,26,2,3,500,4,6,4,3,25,1,2,0.26,2.04,0.92,345000000,3.33E+13,379
CuN 4 ,0,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,0,0,50,0.25,0.08,345000000,3.33E+13,380
CuN 4 ,0,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,1,1,0.8,0.02,0.06,345000000,3.33E+13,380
CuN 4 ,2,1,0,0,0,0,0,0,0,0,0,100,29,0,33.3,30,2,16.67,27,2,12.75,26,2,3,500,4,6,4,3,25,1,2,0.26,3.17,0.33,345000000,3.33E+13,380
Fe-Cu-N6,0,1,0,0,0,0,0,0,0,0,0,52.85,26,3,47.15,29,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,0,0,50,0.18,0.38,345000000,3.33E+13,381
Fe-Cu-N6,0,1,0,0,0,0,0,0,0,0,0,52.85,26,3,47.15,29,2,16.67,27,2,15.585,26.5,2,3,500,4,0,4.5,0,25,1,1,0.8,0.01,0.35,345000000,3.33E+13,381
Fe-Cu-N6,2,1,0,0,0,0,0,0,0,0,0,52.85,26,3,47.15,29,2,16.67,27,2,12.75,26,2,3,500,4,6,4,3,25,1,2,0.26,1.99,1.05,345000000,3.33E+13,381
Cu-TCPP(Fe),0,1,0,0,0,0,0,0,0,0,0,64.71,26,3,35.29,29,2,24.845,25,4,12.75,26,2,1,250,4,0,4,0,37,0,0,0.26,1.2,0.98,345000000,3.33E+13,382
Cu-TCPP(Fe),0,1,0,0,0,0,0,0,0,0,0,64.71,26,3,35.29,29,2,24.845,25,4,12.75,26,2,1,250,4,0,4,0,37,1,1,0.26,9.88,18.34,345000000,3.33E+13,382
CsPbCl3NCs@PL,0,1,1,0,0,0,0,0,1,0,0,50,55,1,50,82,2,13.43,54.5,1,16.67,27,2,5,74.5,135,0,5.5,0,25,0,0,0.06,2.12,6.23,0.11,5.11,383
CsPbCl3NCs@PL,0,1,1,0,0,0,0,0,1,0,0,50,55,1,50,82,2,13.43,54.5,1,16.67,27,2,5,74.5,135,0,5.5,0,25,1,1,0.06,3.17,5.69,0.02,7.29,383
CsPbBr3NCs@PL,0,1,1,0,0,0,0,0,0,1,0,50,55,1,50,82,2,13.43,54.5,1,16.67,27,2,5,74.5,135,0,5.5,0,25,0,0,0.06,1.41,6.21,0.08,5.47,384
CsPbBr3NCs@PL,0,1,1,0,0,0,0,0,0,1,0,50,55,1,50,82,2,13.43,54.5,1,16.67,27,2,5,74.5,135,0,5.5,0,25,1,1,0.06,2.85,5.85,0.01,4.29,384
CsPbI3NCs@PL,0,1,1,0,0,0,0,0,0,0,1,50,55,1,50,82,2,13.43,54.5,1,16.67,27,2,5,74.5,135,0,5.5,0,25,0,0,0.06,0.64,10.75,0.82,128.1,385
CsPbI3NCs@PL,0,1,1,0,0,0,0,0,0,0,1,50,55,1,50,82,2,13.43,54.5,1,16.67,27,2,5,74.5,135,0,5.5,0,25,1,1,0.06,1.12,7.74,0.13,116.1,385
Mn每CdTe(1),1,0,0,0,0,0,0,0,0,0,0,75,48,2,25,25,2,16.67,26,2,3.25,46,0,6,2.5,4,1,7,1,25,0,2,0.26,0.81,0.02,345000000,3.33E+13,386
Mn每CdTe(2),1,0,0,0,0,0,0,0,0,0,0,60,48,2,40,25,2,16.67,26,2,3.25,46,0,6,2.5,4,1,7,1,25,0,2,0.26,4.61,0.03,345000000,3.33E+13,387
Mn每CdTe(3),1,0,0,0,0,0,0,0,0,0,0,50,48,2,50,25,2,16.67,26,2,3.25,46,0,6,2.5,4,1,7,1,25,0,2,0.26,0.46,0.03,345000000,3.33E+13,388
FeOOH@Fe-Serine@Au,0,1,0,0,0,0,0,0,0,0,0,81.46,26,2,18.54,79,0,16.67,28,2,16.67,27,2,0,172.9,136,1,7,1,37,7,1,0.26,8.81,0.06,345000000,3.33E+13,389
Pt NPs,0,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,2.28,62,0,3.79,27,3,0,4,4,3,7.4,1,25,0,0,0.26,0.57,0.32,345000000,3.33E+13,7
Pt NPs,0,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,2.28,62,0,3.79,27,3,0,4,4,3,5.7,0,25,0,0,0.26,0.27,0.54,345000000,3.33E+13,7
Pt NPs,2,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,2.28,62,0,3.79,27,3,0,4,4,3,7.4,1,25,1,2,0.26,27.03,0.1,345000000,3.33E+13,7
Pt NPs,2,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,2.28,62,0,3.79,27,3,0,4,4,3,5.7,0,25,1,2,0.26,30.49,0.1,345000000,3.33E+13,7
Co-Fe LDHs(2:1),0,0,0,0,0,0,0,0,0,0,0,66.67,27,2,33.33,26,3,16.64,58,4,16.67,27,2,1,4.5,4,2,5,0,25,1,1,10,848.42,8.52,345000000,3.33E+13,390
Co-Fe LDHs(1:1),0,0,0,0,0,0,0,0,0,0,0,50,27,2,50,26,3,16.64,58,4,16.67,27,2,1,4.5,4,2,5,0,25,1,1,10,829.92,11.38,345000000,3.33E+13,391
Co-Fe LDHs(1:2),0,0,0,0,0,0,0,0,0,0,0,33.33,27,2,66.67,26,3,16.64,58,4,16.67,27,2,1,4.5,4,2,5,0,25,1,1,10,816.37,13.94,345000000,3.33E+13,392
Co-Fe LDHs@Au,0,0,0,0,0,0,0,0,0,0,0,33.33,27,2,66.67,26,3,16.64,58,4,16.67,27,2,1,4.5,4,2,5,0,25,1,1,10,405.38,25.64,345000000,3.33E+13,393
Co-Fe LDHs@Au+NIR,0,0,0,0,0,0,0,0,0,0,0,33.33,27,2,66.67,26,3,16.64,58,4,9.96,36.5,1,1,4.5,4,2,5,0,25,1,1,10,37.73,36.63,345000000,3.33E+13,394
PS@Au@PB,0,0,1,1,0,0,1,0,0,0,0,100,79,0,25,46,0,16.67,27,2,15.585,26.5,2,0,485,83,0,3.6,0,25,0,0,200.25,1.22,0.59,12000000,4500.11,395
PS@Au@PB,0,0,1,1,0,0,1,0,0,0,0,100,79,0,25,46,0,16.67,27,2,15.585,26.5,2,0,485,83,0,3.6,0,25,1,1,200.25,0.17,0.39,860000,4500.11,395
Ce-Fe3O4 NPs,0,0,0,0,0,0,0,0,0,0,0,53.34,26,3,33.3,26,2,13.33,58,3,3.25,46,0,0,15,4,0,4,0,25,0,0,0.4,6.94,0.5,345000000,3.33E+13,396
Ce-Fe3O4 NPs,0,0,0,0,0,0,0,0,0,0,0,57.84,26,3,33.3,26,2,13.33,58,3,3.25,46,0,0,15,4,0,4,0,25,1,1,0.2,0.02,0.0125,345000000,3.33E+13,396
Fe3O4 ,0,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,26,2,13.33,58,3,3.25,46,0,0,15,4,0,4,0,25,0,0,0.4,0.11,0.04,345000000,3.33E+13,397
Fe3O4 ,0,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,26,2,16.64,58,4,9.96,36.5,1,0,15,4,0,4,0,25,1,1,0.2,155,0.09,345000000,3.33E+13,397
Au/汐汕FeOOH每APC ,1,0,0,0,0,0,0,0,0,0,0,100,79,0,24.79,26,3,2.28,62,0,3.79,27,3,0,10,4,6,5.2,3,25,7,2,10.1,7.54,0.26,26.24,825.49,398
Fe3(PO4)2(OH)2,0,0,1,0,0,0,0,0,0,0,0,66.67,26,3,33.33,26,2,16.67,26,2,3.25,46,0,3,5.5,4,0,4,0,60,0,0,0.26,0.06,0.06,345000000,3.33E+13,399
Fe?(PO?)?(OH)?,0,0,1,0,0,0,0,0,0,0,0,66.67,26,3,33.33,26,2,16.67,26,2,3.25,46,0,3,5.5,4,0,4,0,60,1,1,2,0.47,0.17,345000000,3.33E+13,400
Fe3+-Doped Mesoporous Carbon,0,0,0,0,0,0,0,0,0,0,0,100,26,3,33.3,30,2,15.95,58,4,9.96,36.5,1,0,60,4,2,4,0,37,1,1,1,161,0.01,345000000,3.33E+13,401
PBNPs,0,1,0,0,0,0,0,0,0,0,0,57.14,26,3,42.86,26,2,19.79,25.5,3,9.375,26,2,5,50,60,0,3.6,0,25,0,0,1408,0.34,0.22,345000000,3.33E+13,402
PBNPs,0,1,0,0,0,0,0,0,0,0,0,57.14,26,3,42.86,26,2,15.29,41.5,3,9.375,26,2,5,50,4,0,3.6,0,25,1,1,0.26,14.7,0.12,345000000,3.33E+13,402
PBNPs,0,1,0,0,0,0,0,0,0,0,0,57.14,26,3,42.86,26,2,19.79,25.5,3,9.375,26,2,5,50,4,0,3.6,0,25,3,0,23.46,1.08,0.31,345000000,3.33E+13,402
